source	species	name
Birds	Columbidae (pigeons, doves, and allies)	Tongan ground dove
Birds	Columbidae (pigeons, doves, and allies)	Santa Cruz ground dove
Birds	Columbidae (pigeons, doves, and allies)	Tanna ground dove
Birds	Columbidae (pigeons, doves, and allies)	Thick-billed ground dove
Birds	Columbidae (pigeons, doves, and allies)	Marquesan ground dove
Birds	Columbidae (pigeons, doves, and allies)	Bronze ground dove
Birds	Columbidae (pigeons, doves, and allies)	Palau ground dove
Birds	Columbidae (pigeons, doves, and allies)	Choiseul pigeon
Birds	Columbidae (pigeons, doves, and allies)	Pheasant pigeon
Birds	Columbidae (pigeons, doves, and allies)	Western crowned pigeon
Birds	Columbidae (pigeons, doves, and allies)	Southern crowned pigeon
Birds	Columbidae (pigeons, doves, and allies)	Victoria crowned pigeon
Birds	Columbidae (pigeons, doves, and allies)	Dodo
Birds	Columbidae (pigeons, doves, and allies)	Rodrigues solitaire
Birds	Columbidae (pigeons, doves, and allies)	Tooth-billed pigeon
Birds	Columbidae (pigeons, doves, and allies)	White-eared brown dove
Birds	Columbidae (pigeons, doves, and allies)	Amethyst brown dove
Birds	Columbidae (pigeons, doves, and allies)	Tawitawi brown dove
Birds	Columbidae (pigeons, doves, and allies)	Mindanao brown dove
Birds	Columbidae (pigeons, doves, and allies)	Cinnamon-headed green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Little green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Pink-necked green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Orange-breasted green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Sri Lanka green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Grey-fronted green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Ashy-headed green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Andaman green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Philippine green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Buru green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Thick-billed green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Grey-cheeked green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Sumba green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Flores green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Timor green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Large green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Yellow-footed green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Bruce's green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Madagascan green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Comoros green pigeon
Birds	Columbidae (pigeons, doves, and allies)	African green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Pemba green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Sao Tome green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Pin-tailed green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Sumatran green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Yellow-vented green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Wedge-tailed green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Whistling green pigeon
Birds	Columbidae (pigeons, doves, and allies)	Banded fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Black-banded fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Red-naped fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Pink-headed fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Flame-breasted fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Cream-breasted fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Yellow-breasted fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Red-eared fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Jambu fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Banggai fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Oberholser's fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Sula fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Black-chinned fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Scarlet-breasted fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Wompoo fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Pink-spotted fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Ornate fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Tanna fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Orange-fronted fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Wallace's fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Superb fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Many-colored fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Crimson-crowned fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Palau fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Lilac-crowned fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Mariana fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Rose-crowned fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Silver-capped fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Grey-green fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Makatea fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Atoll fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Red-bellied fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Rapa fruit dove
Birds	Columbidae (pigeons, doves, and allies)	White-capped fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Red-moustached fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Henderson fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Coroneted fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Beautiful fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Blue-capped fruit dove
Birds	Columbidae (pigeons, doves, and allies)	White-bibbed fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Yellow-bibbed fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Claret-breasted fruit dove
Birds	Columbidae (pigeons, doves, and allies)	White-headed fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Orange-bellied fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Knob-billed fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Grey-headed fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Carunculated fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Black-naped fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Dwarf fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Negros fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Orange fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Golden fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Whistling fruit dove
Birds	Columbidae (pigeons, doves, and allies)	Cloven-feathered dove
Birds	Columbidae (pigeons, doves, and allies)	Mauritius blue pigeon
Birds	Columbidae (pigeons, doves, and allies)	Madagascan blue pigeon
Birds	Columbidae (pigeons, doves, and allies)	Comoros blue pigeon
Birds	Columbidae (pigeons, doves, and allies)	Seychelles blue pigeon
Birds	Columbidae (pigeons, doves, and allies)	Pink-bellied imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	White-bellied imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Mindoro imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Grey-headed imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Spotted imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Green imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Nicobar imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Spectacled imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Seram imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Elegant imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Pacific imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Micronesian imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Polynesian imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Marquesan imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Red-knobbed imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Spice imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Purple-tailed imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Cinnamon-bellied imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Finsch's imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Rufescent imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Island imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Pink-headed imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Christmas imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Grey imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Barking imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Chestnut-bellied imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Vanuatu imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Goliath imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Pinon's imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Black imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Collared imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Zoe's imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Mountain imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Dark-backed imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Timor imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Pied imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Silver-tipped imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Torresian imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Yellowish imperial pigeon
Birds	Columbidae (pigeons, doves, and allies)	Topknot pigeon
Birds	Columbidae (pigeons, doves, and allies)	New Zealand pigeon
Birds	Columbidae (pigeons, doves, and allies)	Chatham pigeon
Birds	Columbidae (pigeons, doves, and allies)	Sombre pigeon
Birds	Columbidae (pigeons, doves, and allies)	Papuan mountain pigeon
Birds	Columbidae (pigeons, doves, and allies)	Buru mountain pigeon
Birds	Columbidae (pigeons, doves, and allies)	Seram mountain pigeon
Birds	Opisthocomidae (hoatzin)	Hoatzin
Birds	Musophagidae (turacos)	Great blue turaco
Birds	Musophagidae (turacos)	Guinea turaco
Birds	Musophagidae (turacos)	Livingstone's turaco
Birds	Musophagidae (turacos)	Schalow's turaco
Birds	Musophagidae (turacos)	Knysna turaco
Birds	Musophagidae (turacos)	Black-billed turaco
Birds	Musophagidae (turacos)	Fischer's turaco
Birds	Musophagidae (turacos)	Yellow-billed turaco
Birds	Musophagidae (turacos)	White-crested turaco
Birds	Musophagidae (turacos)	Bannerman's turaco
Birds	Musophagidae (turacos)	Red-crested turaco
Birds	Musophagidae (turacos)	Hartlaub's turaco
Birds	Musophagidae (turacos)	White-cheeked turaco
Birds	Musophagidae (turacos)	Ruspoli's turaco
Birds	Musophagidae (turacos)	Purple-crested turaco
Birds	Musophagidae (turacos)	Ruwenzori turaco
Birds	Musophagidae (turacos)	Violet turaco
Birds	Musophagidae (turacos)	Ross's turaco
Birds	Musophagidae (turacos)	Grey go-away-bird
Birds	Musophagidae (turacos)	Bare-faced go-away-bird
Birds	Musophagidae (turacos)	White-bellied go-away-bird
Birds	Musophagidae (turacos)	Western plantain-eater
Birds	Musophagidae (turacos)	Eastern plantain-eater
Birds	Cuculidae (cuckoos and allies)	Guira cuckoo
Birds	Cuculidae (cuckoos and allies)	Greater ani
Birds	Cuculidae (cuckoos and allies)	Smooth-billed ani
Birds	Cuculidae (cuckoos and allies)	Groove-billed ani
Birds	Cuculidae (cuckoos and allies)	Striped cuckoo
Birds	Cuculidae (cuckoos and allies)	Pheasant cuckoo
Birds	Cuculidae (cuckoos and allies)	Pavonine cuckoo
Birds	Cuculidae (cuckoos and allies)	Lesser ground cuckoo
Birds	Cuculidae (cuckoos and allies)	Greater roadrunner
Birds	Cuculidae (cuckoos and allies)	Lesser roadrunner
Birds	Cuculidae (cuckoos and allies)	Rufous-vented ground cuckoo
Birds	Cuculidae (cuckoos and allies)	Scaled ground cuckoo
Birds	Cuculidae (cuckoos and allies)	Banded ground cuckoo
Birds	Cuculidae (cuckoos and allies)	Rufous-winged ground cuckoo
Birds	Cuculidae (cuckoos and allies)	Red-billed ground cuckoo
Birds	Cuculidae (cuckoos and allies)	Buff-headed coucal
Birds	Cuculidae (cuckoos and allies)	White-necked coucal
Birds	Cuculidae (cuckoos and allies)	Ivory-billed coucal
Birds	Cuculidae (cuckoos and allies)	Biak coucal
Birds	Cuculidae (cuckoos and allies)	Rufous coucal
Birds	Cuculidae (cuckoos and allies)	Green-billed coucal
Birds	Cuculidae (cuckoos and allies)	Black-faced coucal
Birds	Cuculidae (cuckoos and allies)	Black-hooded coucal
Birds	Cuculidae (cuckoos and allies)	Short-toed coucal
Birds	Cuculidae (cuckoos and allies)	Bay coucal
Birds	Cuculidae (cuckoos and allies)	Gabon coucal
Birds	Cuculidae (cuckoos and allies)	Black-throated coucal
Birds	Cuculidae (cuckoos and allies)	Senegal coucal
Birds	Cuculidae (cuckoos and allies)	Blue-headed coucal
Birds	Cuculidae (cuckoos and allies)	Coppery-tailed coucal
Birds	Cuculidae (cuckoos and allies)	White-browed coucal
Birds	Cuculidae (cuckoos and allies)	Burchell's coucal
Birds	Cuculidae (cuckoos and allies)	Sunda coucal
Birds	Cuculidae (cuckoos and allies)	Greater coucal
Birds	Cuculidae (cuckoos and allies)	Malagasy coucal
Birds	Cuculidae (cuckoos and allies)	Goliath coucal
Birds	Cuculidae (cuckoos and allies)	Black coucal
Birds	Cuculidae (cuckoos and allies)	Philippine coucal
Birds	Cuculidae (cuckoos and allies)	Lesser coucal
Birds	Cuculidae (cuckoos and allies)	Violaceous coucal
Birds	Cuculidae (cuckoos and allies)	Black-billed coucal
Birds	Cuculidae (cuckoos and allies)	Pheasant coucal
Birds	Cuculidae (cuckoos and allies)	Andaman coucal
Birds	Cuculidae (cuckoos and allies)	Bornean ground cuckoo
Birds	Cuculidae (cuckoos and allies)	Sumatran ground cuckoo
Birds	Cuculidae (cuckoos and allies)	Coral-billed ground cuckoo
Birds	Cuculidae (cuckoos and allies)	Snail-eating coua
Birds	Cuculidae (cuckoos and allies)	Crested coua
Birds	Cuculidae (cuckoos and allies)	Verreaux's coua
Birds	Cuculidae (cuckoos and allies)	Blue coua
Birds	Cuculidae (cuckoos and allies)	Red-capped coua
Birds	Cuculidae (cuckoos and allies)	Red-fronted coua
Birds	Cuculidae (cuckoos and allies)	Coquerel's coua
Birds	Cuculidae (cuckoos and allies)	Running coua
Birds	Cuculidae (cuckoos and allies)	Giant coua
Birds	Cuculidae (cuckoos and allies)	Red-breasted coua
Birds	Cuculidae (cuckoos and allies)	Raffles's malkoha
Birds	Cuculidae (cuckoos and allies)	Blue malkoha
Birds	Cuculidae (cuckoos and allies)	Green malkoha
Birds	Cuculidae (cuckoos and allies)	Sirkeer malkoha
Birds	Cuculidae (cuckoos and allies)	Red-billed malkoha
Birds	Cuculidae (cuckoos and allies)	Yellow-billed malkoha
Birds	Cuculidae (cuckoos and allies)	Chestnut-breasted malkoha
Birds	Cuculidae (cuckoos and allies)	Blue-faced malkoha
Birds	Cuculidae (cuckoos and allies)	Black-bellied malkoha
Birds	Cuculidae (cuckoos and allies)	Green-billed malkoha
Birds	Cuculidae (cuckoos and allies)	Rough-crested malkoha
Birds	Cuculidae (cuckoos and allies)	Scale-feathered malkoha
Birds	Cuculidae (cuckoos and allies)	Chestnut-winged cuckoo
Birds	Cuculidae (cuckoos and allies)	Great spotted cuckoo
Birds	Cuculidae (cuckoos and allies)	Levaillant's cuckoo
Birds	Cuculidae (cuckoos and allies)	Jacobin cuckoo
Birds	Cuculidae (cuckoos and allies)	Little cuckoo
Birds	Cuculidae (cuckoos and allies)	Dwarf cuckoo
Birds	Cuculidae (cuckoos and allies)	Ash-colored cuckoo
Birds	Cuculidae (cuckoos and allies)	Squirrel cuckoo
Birds	Cuculidae (cuckoos and allies)	Black-bellied cuckoo
Birds	Cuculidae (cuckoos and allies)	Dark-billed cuckoo
Birds	Cuculidae (cuckoos and allies)	Yellow-billed cuckoo
Birds	Cuculidae (cuckoos and allies)	Pearly-breasted cuckoo
Birds	Cuculidae (cuckoos and allies)	Mangrove cuckoo
Birds	Cuculidae (cuckoos and allies)	Cocos cuckoo
Birds	Cuculidae (cuckoos and allies)	Black-billed cuckoo
Birds	Cuculidae (cuckoos and allies)	Grey-capped cuckoo
Birds	Cuculidae (cuckoos and allies)	Chestnut-bellied cuckoo
Birds	Cuculidae (cuckoos and allies)	Bay-breasted cuckoo
Birds	Cuculidae (cuckoos and allies)	Jamaican lizard cuckoo
Birds	Cuculidae (cuckoos and allies)	Great lizard cuckoo
Birds	Cuculidae (cuckoos and allies)	Puerto Rican lizard cuckoo
Birds	Cuculidae (cuckoos and allies)	Hispaniolan lizard cuckoo
Birds	Cuculidae (cuckoos and allies)	Thick-billed cuckoo
Birds	Cuculidae (cuckoos and allies)	Dwarf koel
Birds	Cuculidae (cuckoos and allies)	Asian koel
Birds	Cuculidae (cuckoos and allies)	Black-billed koel
Birds	Cuculidae (cuckoos and allies)	Pacific koel
Birds	Cuculidae (cuckoos and allies)	Pacific long-tailed cuckoo
Birds	Cuculidae (cuckoos and allies)	Channel-billed cuckoo
Birds	Cuculidae (cuckoos and allies)	Asian emerald cuckoo
Birds	Cuculidae (cuckoos and allies)	Violet cuckoo
Birds	Cuculidae (cuckoos and allies)	Diederik cuckoo
Birds	Cuculidae (cuckoos and allies)	Klaas's cuckoo
Birds	Cuculidae (cuckoos and allies)	Yellow-throated cuckoo
Birds	Cuculidae (cuckoos and allies)	African emerald cuckoo
Birds	Cuculidae (cuckoos and allies)	Long-billed cuckoo
Birds	Cuculidae (cuckoos and allies)	Horsfield's bronze cuckoo
Birds	Cuculidae (cuckoos and allies)	Black-eared cuckoo
Birds	Cuculidae (cuckoos and allies)	Rufous-throated bronze cuckoo
Birds	Cuculidae (cuckoos and allies)	Shining bronze cuckoo
Birds	Cuculidae (cuckoos and allies)	White-eared bronze cuckoo
Birds	Cuculidae (cuckoos and allies)	Little bronze cuckoo
Birds	Cuculidae (cuckoos and allies)	Pallid cuckoo
Birds	Cuculidae (cuckoos and allies)	White-crowned cuckoo
Birds	Cuculidae (cuckoos and allies)	Chestnut-breasted cuckoo
Birds	Cuculidae (cuckoos and allies)	Fan-tailed cuckoo
Birds	Cuculidae (cuckoos and allies)	Banded bay cuckoo
Birds	Cuculidae (cuckoos and allies)	Plaintive cuckoo
Birds	Cuculidae (cuckoos and allies)	Grey-bellied cuckoo
Birds	Cuculidae (cuckoos and allies)	Brush cuckoo
Birds	Cuculidae (cuckoos and allies)	Rusty-breasted cuckoo
Birds	Cuculidae (cuckoos and allies)	Moluccan cuckoo
Birds	Cuculidae (cuckoos and allies)	Dusky long-tailed cuckoo
Birds	Cuculidae (cuckoos and allies)	Olive long-tailed cuckoo
Birds	Cuculidae (cuckoos and allies)	Barred long-tailed cuckoo
Birds	Cuculidae (cuckoos and allies)	Philippine drongo-cuckoo
Birds	Cuculidae (cuckoos and allies)	Square-tailed drongo-cuckoo
Birds	Cuculidae (cuckoos and allies)	Fork-tailed drongo-cuckoo
Birds	Cuculidae (cuckoos and allies)	Moluccan drongo-cuckoo
Birds	Cuculidae (cuckoos and allies)	Moustached hawk-cuckoo
Birds	Cuculidae (cuckoos and allies)	Large hawk-cuckoo
Birds	Cuculidae (cuckoos and allies)	Dark hawk-cuckoo
Birds	Cuculidae (cuckoos and allies)	Common hawk-cuckoo
Birds	Cuculidae (cuckoos and allies)	Rufous hawk-cuckoo
Birds	Cuculidae (cuckoos and allies)	Philippine hawk-cuckoo
Birds	Cuculidae (cuckoos and allies)	Malaysian hawk-cuckoo
Birds	Cuculidae (cuckoos and allies)	Hodgson's hawk-cuckoo
Birds	Cuculidae (cuckoos and allies)	Black cuckoo
Birds	Cuculidae (cuckoos and allies)	Red-chested cuckoo
Birds	Cuculidae (cuckoos and allies)	Lesser cuckoo
Birds	Cuculidae (cuckoos and allies)	Sulawesi cuckoo
Birds	Cuculidae (cuckoos and allies)	Indian cuckoo
Birds	Cuculidae (cuckoos and allies)	Madagascan cuckoo
Birds	Cuculidae (cuckoos and allies)	African cuckoo
Birds	Cuculidae (cuckoos and allies)	Himalayan cuckoo
Birds	Cuculidae (cuckoos and allies)	Oriental cuckoo
Birds	Cuculidae (cuckoos and allies)	Sunda cuckoo
Birds	Cuculidae (cuckoos and allies)	Common cuckoo
Birds	Cuculidae (cuckoos and allies)	St. Helena cuckoo
Birds	Tytonidae (barn owls)	Greater sooty owl
Birds	Tytonidae (barn owls)	Lesser sooty owl
Birds	Tytonidae (barn owls)	Minahassa masked owl
Birds	Tytonidae (barn owls)	Taliabu masked owl
Birds	Tytonidae (barn owls)	Moluccan masked owl
Birds	Tytonidae (barn owls)	Manus masked owl
Birds	Tytonidae (barn owls)	Golden masked owl
Birds	Tytonidae (barn owls)	Australian masked owl
Birds	Tytonidae (barn owls)	Sulawesi masked owl
Birds	Tytonidae (barn owls)	Red owl
Birds	Tytonidae (barn owls)	Western barn owl
Birds	Tytonidae (barn owls)	Eastern barn owl
Birds	Tytonidae (barn owls)	Andaman masked owl
Birds	Tytonidae (barn owls)	Ashy-faced owl
Birds	Tytonidae (barn owls)	African grass owl
Birds	Tytonidae (barn owls)	Eastern grass owl
Birds	Tytonidae (barn owls)	Congo bay owl
Birds	Tytonidae (barn owls)	Oriental bay owl
Birds	Tytonidae (barn owls)	Sri Lanka bay owl
Birds	Strigidae (typical owls)	Giant scops owl
Birds	Strigidae (typical owls)	White-fronted scops owl
Birds	Strigidae (typical owls)	Reddish scops owl
Birds	Strigidae (typical owls)	Serendib scops owl
Birds	Strigidae (typical owls)	Sandy scops owl
Birds	Strigidae (typical owls)	Sokoke scops owl
Birds	Strigidae (typical owls)	Andaman scops owl
Birds	Strigidae (typical owls)	Flores scops owl
Birds	Strigidae (typical owls)	Mountain scops owl
Birds	Strigidae (typical owls)	Rajah scops owl
Birds	Strigidae (typical owls)	Javan scops owl
Birds	Strigidae (typical owls)	Mentawai scops owl
Birds	Strigidae (typical owls)	Indian scops owl
Birds	Strigidae (typical owls)	Collared scops owl
Birds	Strigidae (typical owls)	Japanese scops owl
Birds	Strigidae (typical owls)	Sunda scops owl
Birds	Strigidae (typical owls)	Palawan scops owl
Birds	Strigidae (typical owls)	Philippine scops owl
Birds	Strigidae (typical owls)	Everett's scops owl
Birds	Strigidae (typical owls)	Negros scops owl
Birds	Strigidae (typical owls)	Wallace's scops owl
Birds	Strigidae (typical owls)	Mindanao scops owl
Birds	Strigidae (typical owls)	Pallid scops owl
Birds	Strigidae (typical owls)	African scops owl
Birds	Strigidae (typical owls)	Arabian scops owl
Birds	Strigidae (typical owls)	Eurasian scops owl
Birds	Strigidae (typical owls)	Oriental scops owl
Birds	Strigidae (typical owls)	Socotra scops owl
Birds	Strigidae (typical owls)	Moluccan scops owl
Birds	Strigidae (typical owls)	Rinjani scops owl
Birds	Strigidae (typical owls)	Sula scops owl
Birds	Strigidae (typical owls)	Siau scops owl
Birds	Strigidae (typical owls)	Mantanani scops owl
Birds	Strigidae (typical owls)	Ryukyu scops owl
Birds	Strigidae (typical owls)	Sulawesi scops owl
Birds	Strigidae (typical owls)	Sangihe scops owl
Birds	Strigidae (typical owls)	Biak scops owl
Birds	Strigidae (typical owls)	Seychelles scops owl
Birds	Strigidae (typical owls)	Simeulue scops owl
Birds	Strigidae (typical owls)	Enggano scops owl
Birds	Strigidae (typical owls)	Nicobar scops owl
Birds	Strigidae (typical owls)	Pemba scops owl
Birds	Strigidae (typical owls)	Karthala scops owl
Birds	Strigidae (typical owls)	Anjouan scops owl
Birds	Strigidae (typical owls)	Moheli scops owl
Birds	Strigidae (typical owls)	Mayotte scops owl
Birds	Strigidae (typical owls)	Torotoroka scops owl
Birds	Strigidae (typical owls)	Rainforest scops owl
Birds	Strigidae (typical owls)	Sao Tome scops owl
Birds	Strigidae (typical owls)	Reunion owl
Birds	Strigidae (typical owls)	Mauritius owl
Birds	Strigidae (typical owls)	Rodrigues owl
Birds	Strigidae (typical owls)	Flammulated owl
Birds	Strigidae (typical owls)	Eastern screech owl
Birds	Strigidae (typical owls)	Western screech owl
Birds	Strigidae (typical owls)	Balsas screech owl
Birds	Strigidae (typical owls)	Pacific screech owl
Birds	Strigidae (typical owls)	Whiskered screech owl
Birds	Strigidae (typical owls)	Tropical screech owl
Birds	Strigidae (typical owls)	West Peruvian screech owl
Birds	Strigidae (typical owls)	Koepcke's screech owl
Birds	Strigidae (typical owls)	Bare-shanked screech owl
Birds	Strigidae (typical owls)	Bearded screech owl
Birds	Strigidae (typical owls)	Rufescent screech owl
Birds	Strigidae (typical owls)	Colombian screech owl
Birds	Strigidae (typical owls)	Cinnamon screech owl
Birds	Strigidae (typical owls)	Cloud-forest screech owl
Birds	Strigidae (typical owls)	Tawny-bellied screech owl
Birds	Strigidae (typical owls)	Middle American screech owl
Birds	Strigidae (typical owls)	Vermiculated screech owl
Birds	Strigidae (typical owls)	Roraiman screech owl
Birds	Strigidae (typical owls)	Napo screech owl
Birds	Strigidae (typical owls)	Choco screech owl
Birds	Strigidae (typical owls)	Yungas screech owl
Birds	Strigidae (typical owls)	Black-capped screech owl
Birds	Strigidae (typical owls)	Long-tufted screech owl
Birds	Strigidae (typical owls)	Puerto Rican screech owl
Birds	Strigidae (typical owls)	White-throated screech owl
Birds	Strigidae (typical owls)	Palau owl
Birds	Strigidae (typical owls)	Bare-legged owl
Birds	Strigidae (typical owls)	Northern white-faced owl
Birds	Strigidae (typical owls)	Southern white-faced owl
Birds	Strigidae (typical owls)	Snowy owl
Birds	Strigidae (typical owls)	Great horned owl
Birds	Strigidae (typical owls)	Lesser horned owl
Birds	Strigidae (typical owls)	Eurasian eagle-owl
Birds	Strigidae (typical owls)	Indian eagle-owl
Birds	Strigidae (typical owls)	Pharaoh eagle-owl
Birds	Strigidae (typical owls)	Cape eagle-owl
Birds	Strigidae (typical owls)	Spotted eagle-owl
Birds	Strigidae (typical owls)	Greyish eagle-owl
Birds	Strigidae (typical owls)	Fraser's eagle-owl
Birds	Strigidae (typical owls)	Usambara eagle-owl
Birds	Strigidae (typical owls)	Spot-bellied eagle-owl
Birds	Strigidae (typical owls)	Barred eagle-owl
Birds	Strigidae (typical owls)	Shelley's eagle-owl
Birds	Strigidae (typical owls)	Verreaux's eagle-owl
Birds	Strigidae (typical owls)	Dusky eagle-owl
Birds	Strigidae (typical owls)	Akun eagle-owl
Birds	Strigidae (typical owls)	Philippine eagle-owl
Birds	Strigidae (typical owls)	Blakiston's fish owl
Birds	Strigidae (typical owls)	Brown fish owl
Birds	Strigidae (typical owls)	Tawny fish owl
Birds	Strigidae (typical owls)	Buffy fish owl
Birds	Strigidae (typical owls)	Pel's fishing owl
Birds	Strigidae (typical owls)	Rufous fishing owl
Birds	Strigidae (typical owls)	Vermiculated fishing owl
Birds	Strigidae (typical owls)	Spotted wood owl
Birds	Strigidae (typical owls)	Mottled wood owl
Birds	Strigidae (typical owls)	Brown wood owl
Birds	Strigidae (typical owls)	Tawny owl
Birds	Strigidae (typical owls)	Himalayan owl
Birds	Strigidae (typical owls)	Omani owl
Birds	Strigidae (typical owls)	Desert owl
Birds	Strigidae (typical owls)	Spotted owl
Birds	Strigidae (typical owls)	Barred owl
Birds	Strigidae (typical owls)	Cinereous owl
Birds	Strigidae (typical owls)	Fulvous owl
